фсб - uah => -22921955,usd=>249200, eur=>0 
фаст - uah => 0,usd=>0, eur=>0 
алла приходы  - uah => 0,usd=>0, eur=>0 
дск 17 - uah => 0,usd=>0, eur=>0 
св сверено - uah => 0,usd=>0, eur=>0 
павин приходы  - uah => 0,usd=>0, eur=>0 
оствинд - uah => 0,usd=>0, eur=>0 
малахова авто приходы  - uah => 0,usd=>0, eur=>0 
мережи приходы  - uah => 0,usd=>0, eur=>0 
дрим - uah => 0,usd=>0, eur=>0 
фаст приходы  - uah => 0,usd=>0, eur=>0 
груша приходы - uah => 0,usd=>0, eur=>0 
снегурка приходы  - uah => 0,usd=>0, eur=>0 
велеш - uah => 0,usd=>0, eur=>0 
немец приходы  - uah => 0,usd=>0, eur=>0 
самойл приходы  - uah => 0,usd=>0, eur=>0 
дэвз денис приходы  - uah => 0,usd=>0, eur=>0 
линда - uah => 0,usd=>0, eur=>0 
феодосия - uah => 0,usd=>0, eur=>0 
ваня парус машина приходы  - uah => 0,usd=>0, eur=>0 
коллет - uah => 0,usd=>0, eur=>0 
прип приходы  - uah => 0,usd=>0, eur=>0 
ашот сверено приходы  - uah => 0,usd=>0, eur=>0 
кермо приходы  - uah => 0,usd=>0, eur=>0 
спарта не сверено - uah => 0,usd=>0, eur=>0 
дск 17 приходы  - uah => 0,usd=>0, eur=>0 
будинвест - uah => 0,usd=>0, eur=>0 
земля тополь - uah => 0,usd=>0, eur=>0 
90 гок - uah => 0,usd=>0, eur=>0 
сат - uah => 0,usd=>0, eur=>0 
света кучер приходы  - uah => 0,usd=>0, eur=>0 
гуфм симферополь приходы  - uah => 0,usd=>0, eur=>0 
дима филиал приходы  - uah => 0,usd=>0, eur=>0 
сендер - uah => 0,usd=>0, eur=>0 
кредитный союз - uah => 0,usd=>0, eur=>0 
куку помощь - uah => 0,usd=>0, eur=>0 
валерий самс приходы  - uah => 0,usd=>0, eur=>0 
рко конкорд - uah => 0,usd=>0, eur=>0 
аэроземля - uah => 0,usd=>0, eur=>0 
юра прогонка - uah => 0,usd=>0, eur=>0 
филин не сверен приходы  - uah => 0,usd=>0, eur=>0 
гбв приходы  - uah => 0,usd=>0, eur=>0 
филин приходы  - uah => 0,usd=>0, eur=>0 
саша сережа - uah => 0,usd=>0, eur=>0 
птичка грн сверено приходы  - uah => 0,usd=>0, eur=>0 
кредит худяков - uah => 0,usd=>0, eur=>0 
денис сверено - uah => 0,usd=>0, eur=>0 
миша долг - uah => 0,usd=>0, eur=>0 
радио приходы  - uah => 0,usd=>0, eur=>0 
лакш - uah => 0,usd=>0, eur=>0 
генаарут - uah => 0,usd=>0, eur=>0 
днепропромстроймонтаж - uah => 0,usd=>0, eur=>0 
трег приходы  - uah => 0,usd=>0, eur=>0 
москва - uah => 0,usd=>0, eur=>0 
виноград - uah => 0,usd=>0, eur=>0 
саша сережа приходы  - uah => 0,usd=>0, eur=>0 
макс валл приходы  - uah => 0,usd=>0, eur=>0 
куа клиент - uah => 0,usd=>0, eur=>0 
антон филиал - uah => 0,usd=>0, eur=>0 
внешторг - uah => 0,usd=>0, eur=>0 
володя Ауб - uah => 0,usd=>0, eur=>0 
груша - uah => 0,usd=>0, eur=>0 
Геннадий Транспорт - uah => 0,usd=>0, eur=>0 
ФСБ нал  - uah => 0,usd=>0, eur=>0 
казино никополь - uah => 0,usd=>0, eur=>0 
наташа поти приходы  - uah => 0,usd=>0, eur=>0 
шнайдер - uah => 0,usd=>0, eur=>0 
алиот приходы  - uah => 0,usd=>0, eur=>0 
рувимск - uah => 0,usd=>0, eur=>0 
тощ2 - uah => 0,usd=>0, eur=>0 
птичка вал 05,08-22,08 - uah => 0,usd=>0, eur=>0 
южная квартира - uah => 0,usd=>0, eur=>0 
закрыта овен  приходы  - uah => 0,usd=>0, eur=>0 
медлайн приходы - uah => 0,usd=>0, eur=>0 
витал грн приходы - uah => 0,usd=>0, eur=>0 
шнайдер приходы  - uah => 0,usd=>0, eur=>0 
линда приходы  - uah => 0,usd=>0, eur=>0 
малахова долг - uah => 0,usd=>0, eur=>0 
аня вад - uah => 0,usd=>0, eur=>0 
12квартал - uah => 0,usd=>0, eur=>0 
топ приходы  - uah => 0,usd=>0, eur=>0 
восток - uah => 0,usd=>0, eur=>0 
стадницкий - uah => 0,usd=>0, eur=>0 
донецк сверено03,09-16,09 - uah => 0,usd=>0, eur=>0 
тощ приходы  - uah => 0,usd=>0, eur=>0 
фирмы киев - uah => 0,usd=>0, eur=>0 
игорь транзит - uah => 0,usd=>0, eur=>0 
тамара - uah => 0,usd=>0, eur=>0 
макс валл - uah => 0,usd=>0, eur=>0 
конь - uah => 0,usd=>0, eur=>0 
пушкин приходы  - uah => 0,usd=>0, eur=>0 
профтек - uah => 0,usd=>0, eur=>0 
вн приходы  - uah => 0,usd=>0, eur=>0 
бук1 сверен - uah => 0,usd=>0, eur=>0 
макена дом - uah => 0,usd=>0, eur=>0 
приходы миша рига - uah => 0,usd=>0, eur=>0 
андрей киев приходы - uah => 0,usd=>0, eur=>0 
миша вал приходы  - uah => 0,usd=>0, eur=>0 
нерасч игорь торговец - uah => 0,usd=>0, eur=>0 
мих самс приходы  - uah => 0,usd=>0, eur=>0 
константин приходы  - uah => 0,usd=>0, eur=>0 
якуб приходы  - uah => 0,usd=>0, eur=>0 
куры приходы  - uah => 0,usd=>0, eur=>0 
вороновер приходы  - uah => 0,usd=>0, eur=>0 
рампа - uah => 0,usd=>0, eur=>0 
пушкин - uah => 0,usd=>0, eur=>0 
егор приходы  - uah => 0,usd=>0, eur=>0 
таня 90 - uah => 0,usd=>0, eur=>0 
укрстрой приходы  - uah => 0,usd=>0, eur=>0 
гермес приходы  - uah => 0,usd=>0, eur=>0 
бондар приходы  - uah => 0,usd=>0, eur=>0 
цветы питомник - uah => 0,usd=>0, eur=>0 
ломбард - uah => 0,usd=>0, eur=>0 
макс вал приходы  - uah => 0,usd=>0, eur=>0 
ск3 - uah => 0,usd=>0, eur=>0 
димон - uah => 0,usd=>0, eur=>0 
назар вал приходы  - uah => 0,usd=>0, eur=>0 
рамета - uah => 0,usd=>0, eur=>0 
кирилл приходы  - uah => 0,usd=>0, eur=>0 
витал грн приходы1  - uah => 0,usd=>0, eur=>0 
москва приходы  - uah => 0,usd=>0, eur=>0 
радк приходы  - uah => 0,usd=>0, eur=>0 
филипка вал стар - uah => 0,usd=>0, eur=>0 
лира залог приходы  - uah => 0,usd=>0, eur=>0 
света нов - uah => 0,usd=>0, eur=>0 
витал грн свер на 25,11,08 приходы  - uah => 0,usd=>0, eur=>0 
сверка ннал киев фсб - uah => 0,usd=>0, eur=>0 
мотыль - uah => 0,usd=>0, eur=>0 
сверен витал грн - uah => 0,usd=>0, eur=>0 
паша - uah => 0,usd=>0, eur=>0 
удобрения киев приходы  - uah => 0,usd=>0, eur=>0 
оля белый чай - uah => 0,usd=>0, eur=>0 
славик-киев - uah => 0,usd=>0, eur=>0 
стилтр - uah => 0,usd=>0, eur=>0 
рокер титан - uah => 0,usd=>0, eur=>0 
принцип - uah => 0,usd=>0, eur=>0 
откаты пхт - uah => 0,usd=>0, eur=>0 
коваль - uah => 0,usd=>0, eur=>0 
ашот сверено - uah => 0,usd=>0, eur=>0 
соколова кредит - uah => 0,usd=>0, eur=>0 
рокер алюм приходы  - uah => 0,usd=>0, eur=>0 
доброе дело - uah => 0,usd=>0, eur=>0 
черная приходы  - uah => 0,usd=>0, eur=>0 
алла дон 27,12-25,02 приходы  - uah => 0,usd=>0, eur=>0 
сер ив - uah => 0,usd=>0, eur=>0 
вика витя долг - uah => 0,usd=>0, eur=>0 
сверен гарик - uah => 0,usd=>0, eur=>0 
инструмент - uah => 0,usd=>0, eur=>0 
инициатива 06,11 приходы  - uah => 0,usd=>0, eur=>0 
макс под отчет - uah => 0,usd=>0, eur=>0 
зайч - uah => 0,usd=>0, eur=>0 
пхт - uah => 0,usd=>0, eur=>0 
московская песчанка - uah => 0,usd=>0, eur=>0 
стиль италия приходы  - uah => 0,usd=>0, eur=>0 
вск приходы  - uah => 0,usd=>0, eur=>0 
ратушн - uah => 0,usd=>0, eur=>0 
монтаж - uah => 0,usd=>0, eur=>0 
марина земля - uah => 0,usd=>0, eur=>0 
китай приходы  - uah => 0,usd=>0, eur=>0 
евроас - uah => 0,usd=>0, eur=>0 
харьков - uah => 0,usd=>0, eur=>0 
мик вал приходы  - uah => 0,usd=>0, eur=>0 
полт грн приходы  - uah => 0,usd=>0, eur=>0 
оствинд приходы  - uah => 0,usd=>0, eur=>0 
денис вал - uah => 0,usd=>0, eur=>0 
квартиры киев - uah => 0,usd=>0, eur=>0 
рко до 13,08 - uah => 0,usd=>0, eur=>0 
донецк - uah => 0,usd=>0, eur=>0 
оля  чоп приходы - uah => 0,usd=>0, eur=>0 
птичка вал - uah => 0,usd=>0, eur=>0 
велеш-лиц - uah => 0,usd=>0, eur=>0 
брод 90 - uah => 0,usd=>0, eur=>0 
конго - uah => 0,usd=>0, eur=>0 
стельм альба приходы  - uah => 0,usd=>0, eur=>0 
сущ залог - uah => 0,usd=>0, eur=>0 
птичка сверки приходы  - uah => 0,usd=>0, eur=>0 
мисак схема - uah => 0,usd=>0, eur=>0 
проект набереж - uah => 0,usd=>0, eur=>0 
академия филин - uah => 0,usd=>0, eur=>0 
ФСД инвестм- потери - uah => 0,usd=>0, eur=>0 
гарант стрелки - uah => 0,usd=>0, eur=>0 
таня фги - uah => 0,usd=>0, eur=>0 
фокстрот - uah => 0,usd=>0, eur=>0 
псз кредит - uah => 0,usd=>0, eur=>0 
закрыта овен  - uah => 0,usd=>0, eur=>0 
тоша - uah => 0,usd=>0, eur=>0 
морк вал приходы  - uah => 0,usd=>0, eur=>0 
мосейчук приходы  - uah => 0,usd=>0, eur=>0 
цветы приходы  - uah => 0,usd=>0, eur=>0 
ск кредит - uah => 0,usd=>0, eur=>0 
птичка грн сверено - uah => 0,usd=>0, eur=>0 
турч - uah => 0,usd=>0, eur=>0 
сущ приходы  - uah => 0,usd=>0, eur=>0 
паллета - uah => 0,usd=>0, eur=>0 
филипс расч приходы  - uah => 0,usd=>0, eur=>0 
паторжинского - uah => 0,usd=>0, eur=>0 
ренефилд приходы  - uah => 0,usd=>0, eur=>0 
иг дн-ск приходы  - uah => 0,usd=>0, eur=>0 
ложка - uah => 0,usd=>0, eur=>0 
евдок - uah => 0,usd=>0, eur=>0 
витал залог приходы  - uah => 0,usd=>0, eur=>0 
антон филиал приходы - uah => 0,usd=>0, eur=>0 
игорь техникс - uah => 0,usd=>0, eur=>0 
назар приходы  - uah => 0,usd=>0, eur=>0 
кредит фсб - uah => 0,usd=>0, eur=>0 
радио - uah => 0,usd=>0, eur=>0 
гриша юмз приходы  - uah => 0,usd=>0, eur=>0 
андрей укио приходы  - uah => 0,usd=>0, eur=>0 
солод - uah => 0,usd=>0, eur=>0 
звезда приходы  - uah => 0,usd=>0, eur=>0 
человечки приходы  - uah => 0,usd=>0, eur=>0 
света фобос приходы  - uah => 0,usd=>0, eur=>0 
игорь техникс приходы  - uah => 0,usd=>0, eur=>0 
олег сосед приходы  - uah => 0,usd=>0, eur=>0 
юра домино приходы  - uah => 0,usd=>0, eur=>0 
хмельницкое направление - uah => 0,usd=>0, eur=>0 
диагностика приходы  - uah => 0,usd=>0, eur=>0 
восход - uah => 0,usd=>0, eur=>0 
мегалит приходы  - uah => 0,usd=>0, eur=>0 
монет - uah => 0,usd=>0, eur=>0 
ира АУБ - uah => 0,usd=>0, eur=>0 
слава банк - uah => 0,usd=>0, eur=>0 
корб - uah => 0,usd=>0, eur=>0 
гермес - uah => 0,usd=>0, eur=>0 
ск приходы  - uah => 0,usd=>0, eur=>0 
гагарина квартира - uah => 0,usd=>0, eur=>0 
киев офис - uah => 0,usd=>0, eur=>0 
дима водоканал - uah => 0,usd=>0, eur=>0 
брита приходы  - uah => 0,usd=>0, eur=>0 
кеш киев приходы  - uah => 0,usd=>0, eur=>0 
колос приходы  - uah => 0,usd=>0, eur=>0 
салон - uah => 0,usd=>0, eur=>0 
орион - uah => 0,usd=>0, eur=>0 
чистая - uah => 0,usd=>0, eur=>0 
штян - uah => 0,usd=>0, eur=>0 
конкорд - uah => 0,usd=>0, eur=>0 
кеш киев - uah => 0,usd=>0, eur=>0 
нерасч игорь приходы  - uah => 0,usd=>0, eur=>0 
андр запорож приходы  - uah => 0,usd=>0, eur=>0 
петя - uah => 0,usd=>0, eur=>0 
ввп приходы - uah => 0,usd=>0, eur=>0 
ваня парус машина - uah => 0,usd=>0, eur=>0 
рсу приходы  - uah => 0,usd=>0, eur=>0 
сер ив расчет приходы  - uah => 0,usd=>0, eur=>0 
автоцентр приходы  - uah => 0,usd=>0, eur=>0 
станислава приходы  - uah => 0,usd=>0, eur=>0 
доми не сверен - uah => 0,usd=>0, eur=>0 
стрижак лена приходы  - uah => 0,usd=>0, eur=>0 
герасим приходы  - uah => 0,usd=>0, eur=>0 
атис - uah => 0,usd=>0, eur=>0 
трег кредит приходы  - uah => 0,usd=>0, eur=>0 
кондики приходы  - uah => 0,usd=>0, eur=>0 
парад - uah => 0,usd=>0, eur=>0 
данилюк - uah => 0,usd=>0, eur=>0 
таня банк  - uah => 0,usd=>0, eur=>0 
ррокер приходы  - uah => 0,usd=>0, eur=>0 
 NEW   
